"X","Y"
-2022041.35953651,-113884.027906408
-1224789.41494086,666695.398014051
-2344971.96921965,-29046.8815089933
-2347702.90732586,59883.1518213041
-2280156.90762936,101960.154962295
-1147592.76079877,987247.974371709
-974500.86230928,1146413.96538586
-1220080.92054828,674328.247562609
-1675467.31914025,446967.565596433
-2098768.28163294,-231471.600299511
-1427871.42648708,823851.573128444
-1218700.48875189,838273.168449712
-1508526.39264381,844963.039327448
-836813.441539392,1305667.41641374
-950894.963030619,1123946.50738663
-1223183.68340525,737613.655984419
-2106278.24839756,-227449.274089517
-2094828.2628253,-70618.3268293485
-2135397.16395579,-162985.24307506
-966105.390063433,78936.6077016439
-1854095.34624741,-84192.0568919101
-1823123.78215221,200847.43276592
-2152403.58767312,-48772.64384678
-1224900.63686801,665936.62009983
-1231379.96318593,920479.36704252
-1781822.65960973,37517.6232784931
-2280406.37265444,101401.999302967
-2312387.78322247,235741.40216542
-1217616.2436666,656880.172490419
-1219757.26890816,681852.462030005
-2065091.91069888,-116341.1473924
-2042823.96522587,-12950.0417816155
-1778827.0671209,40772.5792321506
-1607918.59697987,882491.812675407
-2120657.94065613,238535.461036697
-2264043.98387692,113519.9689931
-1206407.25671233,826689.898494606
-1226510.38027803,661378.326747954
-1824162.58292971,220955.201674834
-2098069.71966803,-224205.619993109
-1572660.16096222,896354.961412176
-1564394.27841265,779395.749119407
-1219175.00325833,659438.857242073
-1292715.12061444,854906.807704062
-2256372.60894907,91565.6483195316
-2062785.91874579,-317121.791500054
-2474062.09790956,961056.244616698
-2125153.03130865,-255892.365401811
-2032747.59704913,-222834.549524613
-2265581.05900277,119405.741010505
-2244053.84459283,-278388.875488645
-1586848.25426587,635926.747097282
-1219846.79553867,686181.92470275
-1456637.76821688,770540.084494738
-1225362.48278716,686700.688670866
-2482048.3925131,965315.140993142
-2481750.67691196,965024.648751661
-1668290.85543183,814443.09627715
-1801121.03342771,795383.629588514
-1820976.42628259,221825.277952204
-1222834.01407474,685298.726863754
-1220753.73175095,682946.383693272
-2053066.82134708,-315115.914989669
-1655607.36890178,833808.993289719
-1401134.32631355,1118846.13366199
-1607918.59697987,882491.812675407
-1675603.70782847,-488455.614514767
-2169195.99963668,-287171.239486983
-1317420.41137511,893989.554246217
-833606.133323068,1324937.95167108
-2482865.65647961,965258.263438126
-2262376.53103681,87187.1915157847
-1228223.68953859,695758.065344006
-1225654.90678215,679048.97779436
-851319.863632105,1391567.73689528
-1410750.5854722,653092.016746146
-1434406.38059539,767512.697830912
-1251131.43713627,629342.351086953
-1579787.51134811,792536.856524959
-2091528.89778528,-100786.290163985
-1889509.84989089,25527.941295042
-2260159.45602101,138496.32916167
-1333097.24192196,673074.159371496
-1240763.62423699,839111.153123826
-1851229.88806574,-96599.6318958552
-2473019.29557836,1006168.36890822
-1409063.87590677,-348336.316993504
-2088440.81978742,-107583.326585191
-1299461.21957259,728392.245812383
-2486615.15233447,966708.668938454
-2060846.3183026,-113259.564483388
-2050382.49029521,-315329.210054735
-1294664.61592703,849670.388071069
-1414093.66092808,1154766.17697239
-1835070.60391116,778854.165927727
-2066417.43839183,-218257.322550212
-2070363.99377453,-272330.712562241
-1280510.84524283,690993.73218187
-2058700.96200723,-113903.986306604
-1564164.78007424,1156481.32866333
-1843560.1884674,-61793.5045619383
-2066823.14848359,-216212.099688814
-2158157.88863174,-97156.5122402954
-1427787.36166804,883586.054720768
-1225219.10650207,669235.190930109
-1219169.07480606,680504.336796695
-1756819.36946951,62430.5069804314
-1240830.32530191,839630.701538528
-2473202.91027301,1006263.03848059
-1540795.14419973,618286.142933642
-1841793.93068093,863767.698366077
-1535612.88790505,1020625.15490321
-1828827.46766533,841621.030024067
-1824162.58292971,220955.201674834
-1220119.87306142,707042.625644223
-1220702.19897822,706113.798095488
-1221113.01524643,682861.467852555
-1218928.11805408,669902.057391842
-1224830.80909295,706888.610146498
-1220394.47544408,706711.947110838
-2106229.88930055,-218070.8363197
-1745856.87883381,33758.4526344381
-2482073.66517293,964686.273621621
-1437560.62164445,1000044.71965029
-2158942.04347299,-98618.9659290155
-2015796.15245946,-211174.821358923
-975739.046350585,1145791.30322799
-1308249.00466732,811113.948208579
-1242153.33393739,637252.762646625
-1805472.80022853,797432.051373158
-1306984.54288848,636850.361898783
-804224.974974515,1308177.68289237
-2102096.26934701,-232355.128600102
-1653363.86262252,199961.446674947
-1850785.88954178,-97588.378800366
-2344796.83410042,55643.6613066019
-2098069.71966803,-224205.619993109
-1607144.86935104,726061.219250319
-1405433.73119418,744842.591752757
-1276837.24264802,767209.374487151
-1216105.45233625,657245.454373095
-1469769.88888866,705871.043526424
-2052996.87681688,-315188.879206929
-1275157.6638277,1167282.00032161
-1082151.88016734,1055970.62140068
-950894.963030619,1123946.50738663
-1937539.52572456,-263115.213390706
-2053038.60462876,-315143.449474957
-1851006.09253365,-96979.1673576552
-1745880.01355608,33686.7762992174
-1220284.11403215,683067.337788574
-1212969.57591242,689644.407197784
-1224952.96557591,735774.153374696
-1716994.97868998,175289.066357474
-1240345.38180218,839027.927047987
-1162472.47629696,709332.411153905
-1227367.51219171,718764.897869249
-1362431.9667284,1259668.91296851
-1564528.02740496,780412.523167112
-1217028.36143185,675978.630207555
-1244677.48499106,660772.75583228
-2060846.3183026,-113259.564483388
-958771.352849819,1121025.93378699
-2247663.71313492,143920.588482378
-1849663.44323008,-93485.524749137
-2487790.0574429,965609.47151565
-1406687.49794473,1218700.95103032
-1680377.81724858,900618.512323107
-1905693.99172811,-290081.594026969
-2039255.95256081,-122984.92934449
-1224715.66925421,666285.241583688
-1622296.26135187,637813.989497251
-1224746.51055686,670053.455660045
-1805844.06911062,801118.989650825
-2346008.10091169,55902.672539892
-1200616.27002585,909933.248945668
-958977.381334553,1121110.25476556
-1208466.49987859,705688.604962532
-1740893.03092629,57417.2115169273
-1615407.47197962,638715.170014095
-1388818.79916521,635779.828783572
-1675192.57773774,447587.354782621
-2041523.93092669,-375349.486598626
-1143964.89752867,1015382.92436968
-1570666.84787555,895686.370053573
-1634539.61619318,831223.407079483
-1543166.62106964,909928.306017954
-1536954.68389106,1146328.19820569
-1601083.43301694,633392.913327202
-1412232.41770979,660835.329492863
-1557527.16167635,879671.264887186
-1877496.09685705,809081.602239719
-1172938.12432736,1412925.60113307
-1361270.25923341,769460.41096217
-976201.338245825,1121661.56361815
-1866612.29010292,186779.03637335
-2065091.91069888,-116341.1473924
-2035341.84481345,-206115.087448651
-1332438.9290631,832799.834487002
-1675467.31914025,446967.565596433
-1154789.41987075,-53576.7046693361
-1824162.58292971,220955.201674834
-1290426.85399406,681085.756169859
-1245408.34167782,1144289.99078081
-1607724.36892047,880342.359068662
-1579882.27521471,801553.974353329
-1580550.75052188,896216.371688128
-1544595.29974575,1111624.31472597
-2070363.99377453,-272330.712562241
-1169840.22625735,-58875.8547588511
-2038426.74443238,-124210.627391415
-1604021.83531186,649710.685095053
-1203814.05427942,704004.863236439
-1605508.7633192,648947.304758413
-1204256.2204825,702728.486332083
-805950.913283569,1319057.55137061
-1234925.65809553,690841.629167836
-1397544.8040201,674970.271039241
-1222883.42984704,675780.864608646
-1634380.93002866,830971.603081723
-1572114.19449629,895956.10431589
-1818879.52011214,809498.554374838
-1294385.57418938,828334.514764742
-1263043.93173819,727158.510623785
-1367682.85046716,876265.711754816
-1212999.5227746,656305.28224257
-1537178.45779277,1146264.22322167
-1869855.35072746,832734.557618899
-2027665.1662142,-191083.18746921
-1386927.35336696,664380.220727438
-1321789.6668372,732911.328580113
-1245400.30277387,725692.289308612
-1008543.00662916,1240559.4711613
-1080834.49679765,1045166.8968562
-1356713.18106102,690009.203022754
-1714317.9246099,-64801.2897281315
-2060846.3183026,-113259.564483388
-1534415.92211285,1019232.95659193
-1797182.90939984,851142.203548109
-1343567.03197416,712561.016217374
-956562.140643228,1110526.9757411
-1539142.40359725,631052.208937965
-1386793.49179651,710824.48622174
-1161986.61473632,799039.523967243
-1615407.47197962,638715.170014095
-2146803.18452451,-276638.150225655
-2026371.3868661,-391954.529354949
-1866088.93201268,187448.448525879
-1849676.70540999,-93840.6150726901
-1683123.1824987,457025.888824059
-1550234.4713575,964072.009057732
-1387781.16350175,661746.867328938
-1434879.43187416,810171.109166165
-1219399.37686374,807783.425475415
-1239115.32891332,836417.469991289
-1315109.07140759,855536.361936709
-1651572.38279301,864168.586134191
-1859407.9209665,85177.1106980196
-1286931.71698464,710757.335413703
-1239115.32891332,836417.469991289
-1245922.81060383,726792.524336208
-1167771.02679137,720674.628176809
-1305913.15810861,782736.405141415
-1312841.26163714,704246.470611418
-2153172.84389998,-48652.9088442982
-2156392.49092537,-88219.6594098102
-1504502.65343395,987158.136022772
-1375933.46809397,756851.559175034
-1237826.46120651,702686.91662243
-1219633.99826191,681343.814767348
-1271467.45004102,780822.04060582
-1220284.11403215,683067.337788574
-1675467.31914025,446967.565596433
-1616775.46823645,842478.398869146
-1361326.33170757,769556.871161105
-1668540.28556887,843217.589552409
-1540671.08131605,911697.428426817
-1870085.22925418,831878.192880719
-1220753.73175095,682946.383693272
-1288462.91165449,729926.780612311
-1304317.71742877,765092.350953305
-1547889.33005358,618544.17228994
-1595593.08710887,719116.13415704
-1387770.77209148,661785.918576022
-1245158.28857334,724826.531896574
-1427871.42648708,823851.573128444
-1234925.65809553,690841.629167836
-1427459.58361495,1253109.47280503
-1236922.28217193,1408010.63214981
-1855091.52616857,845069.850072827
-1224285.72187094,677788.053734731
-1243638.66687223,662194.619136836
-1284267.75338737,690364.109185246
-1572660.16096222,896354.961412176
-1386793.49179651,710824.48622174
-1273449.32394337,829006.763217825
-1674658.8754524,448112.165008486
-1209105.6213567,757886.173514135
-1250622.52210576,1008288.40868177
-2065075.08422485,-439250.341952125
-851294.329838376,1391686.00715339
-1315109.07140759,855536.361936709
-1367943.43640763,711267.260716698
-1535596.53511591,1020691.68209007
-1553411.65826776,921683.902470583
-1064570.67214137,1070598.64394306
-1410801.37661668,717720.186327169
-1510784.7365829,644648.945337529
-2478079.66779139,970163.770033509
-1806692.83796525,802148.76692057
-1239115.32891332,836417.469991289
-1309818.10173422,677445.122540583
-1250139.3144165,1163484.87234178
-1868239.98683661,187491.042201405
-1851083.57579207,-96353.4489325475
-1410227.74426218,659328.631583289
-1222062.52285102,678161.757646383
-1231172.9920642,682667.525506524
-1234098.34822607,1068684.06849001
-1178646.38711186,1188145.50843938
-1534731.78395658,1017174.80474013
-1841793.93068093,863767.698366077
-2065412.05970714,-442566.196870316
-1245174.18751536,724554.494197253
-1245786.36200207,725829.407554958
-2090293.66235318,-49084.5583470307
-1851083.18695398,-96330.6218976469
-849413.564616772,1367153.19451047
-1220362.22335615,706819.196645966
-1404467.17738443,1215938.12774936
-1410180.05847919,659346.26183118
-1291723.99099245,734748.821572423
-1674061.36517011,452489.825729722
-1550727.0625705,963138.28181031
-1570525.18538325,860654.668787567
-1517019.16053741,970398.700182828
-1405180.55132179,745304.222860319
-2108230.24454311,-365728.593248869
-1287788.27669981,725690.1747196
-1245560.96989428,643012.735992391
-1273849.35621439,679339.609015573
-1634598.04173586,831227.48636827
-971838.062557965,1132924.39659861
-1370102.55448951,711843.836374388
-1451018.02420223,720525.370270273
-1388536.95500163,633548.807321501
-1851091.93873123,-96369.5031601355
-1220667.52797648,682959.775163326
-1609689.91198156,638459.669598578
-1406485.75027849,716603.737501423
-1386752.54373236,710854.29290525
-1820677.18387399,-32228.9140428955
-1384846.40505858,1302346.23850459
-1570679.58396271,895677.76559883
-2022041.35953651,-113884.027906408
-2273495.23911799,80472.7839771087
-1222955.52264121,679339.651124919
-1299245.88348957,636725.391008436
-1267443.82667774,695047.803923083
-971238.020785406,1132540.92898005
-1404061.72016794,1214179.01731404
-1570942.90523774,876146.880430889
-1386793.49179651,710824.48622174
-1303667.37702525,636183.047400564
-2103691.12477993,-257524.257623368
